Application,Process,SubProcess,BusRole,Business Role Description,Standard Activity,Type,System,Platform,Entitlement Description,Entitlement Value,Authorization Object,Field-Level Security Name,Field-Level Security Value,4th Level Security Name,4th Level Security Value,Additional Comments
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,16-INDIANA,CIN1S1,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CIN1S1:16-INDIANA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,16-INDIANA,CIN1S1,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CIN1S1:16-INDIANA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,16-INDIANA,CIN1S1,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CIN1S1:16-INDIANA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,16-INDIANA,CIN1S1,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CIN1S1:16-INDIANA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,16-INDIANA,CIN1S1,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CIN1S1:16-INDIANA&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,18-WA/MT/WY,CALAF1A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:18-WA/MT/WY&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,19-OREGON,CALAF1A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF1A4:19-OREGON&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,20-ALABAMA,GAACF5A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:20-ALABAMA&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,21-ATLANTA,GAACF5A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAACF5A4:21-ATLANTA&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,22-N.CALIFORN,CALAF4A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF4A4:22-N.CALIFORN&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,24-New ENGLAN,MACM1A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM1A4:24-New ENGLAN&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,25-HAWAII,CALAF5A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_CALAF5A4:25-HAWAII&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,28-N LOUISIAN,GANC3A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GANC3A4:28-N LOUISIAN&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,29-MID-ATLANT,MACCF2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACCF2A4:29-MID-ATLANT&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OESAMP&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OEUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OEUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,OMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&OMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,SMINQ,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&SMINQ&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,32-MICH METRO,MACM2A4,DEPTACCESS,XXUSER,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_MACM2A4:32-MICH METRO&AMM&BASIS20&XXUSER&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,AMSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&AMSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,HHNSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&HHNSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,HHSSPEC,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&HHSSPEC&*ALL
(unset),CCM,Pricing,FNC_OTC_Pricing_Performer_NA,Pricing Performer - North America,TBD,Job Function,34-EAST TEXAS,GAFE1A4,DEPTACCESS,OESAMP,DEPT - AMM,MENU,BASIS20,,,,PRIV:BAS_GAFE1A4:34-EAST TEXAS&AMM&BASIS20&OESAMP&*ALL
